Filial;Remetente;Destinatário;Faturado;Origem;Estado Origem;Destino;Estado Destino;Doc/Minuta;Data Frete;N° Referência;N° Manifesto;Nota Fiscal;Agente de Entrega;Agente de Coleta;Ocorrência;Data Ocorrência;Observações ocorrência
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | RIO DE JANEIRO;SERGIO DA SILVA;FRIGELAR | RIO DE JANEIRO;Rio de Janeiro;RJ;Japeri;RJ;1676/260709;30/10/2025 11:31;;;"=""47577""";;;Comprovante de Entrega Anexado;03/11/2025 12:41;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MTZ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MTZ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Campinas;SP;Agudos;SP;/262136;31/10/2025 18:33;;;"=""311025""";;;Transferência de Materiais entre Filiais Concluída com Sucesso;03/11/2025 12:55;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TR RODOGARCIA | AGU;SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Osasco;SP;Agudos;SP;/261671;31/10/2025 14:31;;;"=""311025""";;;Transferência de Materiais entre Filiais Concluída com Sucesso;03/11/2025 12:56;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MTZ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Osasco;SP;Agudos;SP;/262078;31/10/2025 17:39;;;"=""31102025""";;;Transferência de Materiais entre Filiais Concluída com Sucesso;03/11/2025 12:56;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;SUPER ABC COM DE FERRAG E FERRAM LT;TIGRE | CASTRO | 0002-50;Castro;PR;Mauá;SP;56003/254769;21/10/2025 17:44;;"=""48077""";"=""211310""";;;Entrega Realizada Normalmente;03/11/2025 12:57;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;SUPER ABC COM DE FERRAG E FERRAM LT;TIGRE | CASTRO | 0002-50;Castro;PR;Mauá;SP;56003/254769;21/10/2025 17:44;;"=""48077""";"=""211311""";;;Entrega Realizada Normalmente;03/11/2025 12:57;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;SUPER ABC COM DE FERRAG E FERRAM LT;TIGRE | CASTRO | 0002-50;Castro;PR;Mauá;SP;56297/256578;23/10/2025 18:58;;"=""48077""";"=""211819""";;;Entrega Realizada Normalmente;03/11/2025 13:03;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;SCHIER MOVEIS;Outlabel;SCHIER MOVEIS;Ponta Grossa;PR;Sorocaba;SP;56987/260309;29/10/2025 19:14;;;"=""6066""";;;Comprovante de Entrega Anexado;03/11/2025 13:06;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IGOR MIRANDA;NAIZA CHAVES SOUSA;IGOR MIRANDA;Piraquara;PR;Sorocaba;SP;39000/258193;27/10/2025 17:41;;;"=""37974""";;;Reentrega com Cobrança do Cliente;03/11/2025 13:08;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;CORBION CAJAMAR;COLGATE-PALMOLIVE INDUSTRIAL LTDA;CORBION CAJAMAR;Cajamar;SP;São Paulo;SP;82508/259393;28/10/2025 19:46;;"=""48082""";"=""4838""";;;Entrega Realizada Normalmente;03/11/2025 13:09;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ACTIOIL ;SORODIESEL RETIFICA DE MOTORES BOMBAS E PECAS LTDA;ACTIOIL ;Curitiba;PR;Sorocaba;SP;39301/260073;29/10/2025 17:48;;;"=""17267""";;;Comprovante de Entrega Anexado;03/11/2025 13:19;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;OSMAG MATRIZ RIO DE JANEIRO;OSMAG MATRIZ RIO DE JANEIRO;Osasco;SP;Rio de Janeiro;RJ;82262/258631;27/10/2025 00:00;"=""2012055202""";;"=""704651""";;;Tratativa Solucionada;03/11/2025 13:28;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;OSMAG MATRIZ RIO DE JANEIRO;OSMAG MATRIZ RIO DE JANEIRO;Osasco;SP;Rio de Janeiro;RJ;82262/258631;27/10/2025 00:00;"=""2012055202""";;"=""704606""";;;Tratativa Solucionada;03/11/2025 13:28;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - OSASCO;OSMAG MATRIZ RIO DE JANEIRO;OSMAG MATRIZ RIO DE JANEIRO;Osasco;SP;Rio de Janeiro;RJ;82262/258631;27/10/2025 00:00;"=""2012055202""";;"=""704658""";;;Tratativa Solucionada;03/11/2025 13:28;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TECUMSEH DO BRASIL LTDA;OSMAG MATRIZ RIO DE JANEIRO;OSMAG MATRIZ RIO DE JANEIRO;São Paulo;SP;Rio de Janeiro;RJ;82234/258609;27/10/2025 21:39;;;"=""246980""";;;Tratativa Solucionada;03/11/2025 13:29;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TECUMSEH DO BRASIL LTDA;OSMAG MATRIZ RIO DE JANEIRO;OSMAG MATRIZ RIO DE JANEIRO;São Paulo;SP;Rio de Janeiro;RJ;82234/258609;27/10/2025 21:39;;;"=""246981""";;;Tratativa Solucionada;03/11/2025 13:29;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TECUMSEH DO BRASIL LTDA;OSMAG MATRIZ RIO DE JANEIRO;OSMAG MATRIZ RIO DE JANEIRO;São Paulo;SP;Rio de Janeiro;RJ;82234/258609;27/10/2025 21:39;;;"=""246978""";;;Tratativa Solucionada;03/11/2025 13:29;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;CELSO RODRIGUES SILVA SOROCABA;FRIGELAR | OSASCO | 0002-08;Osasco;SP;Sorocaba;SP;83065/259889;29/10/2025 15:10;;"=""48061""";"=""1114142""";;;Entrega Realizada Normalmente;03/11/2025 13:34;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;CELSO RODRIGUES SILVA SOROCABA;FRIGELAR | OSASCO | 0002-08;Osasco;SP;Sorocaba;SP;83065/259889;29/10/2025 15:10;;;"=""1114142""";;;Comprovante de Entrega Anexado;03/11/2025 13:35;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IMPPAR (Umuarama);29.403.689 CELISE DA SILVA SANTOS;IMPPAR (Umuarama);São José dos Pinhais;PR;Ibiúna;SP;39405/261090;30/10/2025 18:37;;"=""48061""";"=""233958""";;;Entrega Realizada Normalmente;03/11/2025 15:07;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ACTIOIL ;SORODIESEL RETIFICA DE MOTORES BOMBAS E PECAS LTDA;ACTIOIL ;Curitiba;PR;Sorocaba;SP;39301/260073;29/10/2025 17:48;;"=""48061""";"=""17267""";;;Entrega Realizada Normalmente;03/11/2025 15:10;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;EUROSTAR DO BRASIL S.A. | CAMPINA ;ESPACO MOTOS COMERCIO E MECANICA PARA MO - 96963;EUROSTAR DO BRASIL S.A. | CAMPINA ;Campina Grande do Sul;PR;São Paulo;SP;39045/258423;27/10/2025 19:03;;"=""48065""";"=""1475039""";;;Entrega Realizada Normalmente;03/11/2025 15:11;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DANFOSS - EMBU;KITFRIGOR IND.COM. - EIRELI;DANFOSS - EMBU;Embu das Artes;SP;São Paulo;SP;82897/260493;29/10/2025 00:00;"=""2012096731""";"=""48065""";"=""181523""";;;Entrega Realizada Normalmente;03/11/2025 15:11;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;SCHIER MOVEIS;Outlabel;SCHIER MOVEIS;Ponta Grossa;PR;Sorocaba;SP;56987/260309;29/10/2025 19:14;;"=""48061""";"=""6066""";;;Entrega Realizada Normalmente;03/11/2025 15:13;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;METROSHOP;CONDOMINIO DO EDIFICIO MORUMBI RESIDENCE;METROSHOP;Rio de Janeiro;RJ;Recife;PE;1682/261572;31/10/2025 08:59;RJ X PE;"=""47995""";"=""12252""";;;Chegada na Filial de Transbordo;02/11/2025 14:14;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MASTER BIKE INDUSTRIA DE BICICLETAS LTDA;LICITAR COMERCIO DE EQUIPAMENTOS;LICITAR COMERCIO DE EQUIPAMENTOS;Niterói;RJ;Curitiba;PR;1683/261589;31/10/2025 09:33;;"=""47995""";"=""3353""";;;Chegada na Filial de Transbordo;02/11/2025 14:14;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;COLDMIX IND.;APPLE NORDESTE COMERCIO;APPLE NORDESTE COMERCIO;Rio de Janeiro;RJ;Recife;PE;1684/261592;31/10/2025 09:40;;"=""47995""";"=""583776""";;;Chegada na Filial de Transbordo;02/11/2025 14:14;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PAUMAR;PRIMAPOX PINTURAS LTDA;EXPRESSO BOM SUCESSO LTDA;Rio de Janeiro;RJ;Guaramirim;SC;1686/261644;31/10/2025 13:56;;"=""47995""";"=""827937""";;;Chegada na Filial de Transbordo;02/11/2025 14:14;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;RJR - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MTZ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Duque de Caxias;RJ;Osasco;SP;/261651;31/10/2025 14:09;;"=""47995""";"=""6558""";;;Chegada na Filial de Transbordo;02/11/2025 14:14;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TROMBINI ;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Farroupilha;RS;São Lourenço da Mata;PE;2868/248735;10/10/2025 10:28;;;"=""742696""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48103 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FIXPAR;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Flores da Cunha;RS;São Lourenço da Mata;PE;2884/249566;13/10/2025 11:59;;;"=""249261""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FIXPAR;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Flores da Cunha;RS;São Lourenço da Mata;PE;2884/249566;13/10/2025 11:59;;;"=""249260""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PLASTMASTER IND. COM. EMB. PLAST. LTDA;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Osasco;SP;São Lourenço da Mata;PE;79015/249602;13/10/2025 15:11;;;"=""16438""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PLASTMASTER IND. COM. EMB. PLAST. LTDA;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Osasco;SP;São Lourenço da Mata;PE;79015/249602;13/10/2025 15:11;;;"=""16439""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PLASTMASTER IND. COM. EMB. PLAST. LTDA;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Osasco;SP;São Lourenço da Mata;PE;79015/249602;13/10/2025 15:11;;;"=""16437""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MONDECK SHOP EIRELI;BBF DISTRIBUIDORA NE LTDA;BBF DISTRIBUIDORA NE LTDA;Suzano;SP;São Lourenço da Mata;PE;79891/252113;16/10/2025 09:23;;;"=""25""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BEPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA;METALURGICA MOR S.A.;METALURGICA MOR S.A.;São Leopoldo;RS;São Lourenço da Mata;PE;2907/252896;17/10/2025 09:17;;;"=""75938""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FIXPAR;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Flores da Cunha;RS;São Lourenço da Mata;PE;2910/252993;17/10/2025 14:43;;;"=""250023""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FIXPAR;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Flores da Cunha;RS;São Lourenço da Mata;PE;2910/252993;17/10/2025 14:43;;;"=""250022""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FIXPAR;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Flores da Cunha;RS;São Lourenço da Mata;PE;2910/252993;17/10/2025 14:43;;;"=""250021""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FIXPAR;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Flores da Cunha;RS;São Lourenço da Mata;PE;2910/252993;17/10/2025 14:43;;;"=""250024""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FIXPAR;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Flores da Cunha;RS;São Lourenço da Mata;PE;2910/252993;17/10/2025 14:43;;;"=""250025""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FIXPAR;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Flores da Cunha;RS;São Lourenço da Mata;PE;2910/252993;17/10/2025 14:43;;;"=""250026""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FIXPAR;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Flores da Cunha;RS;São Lourenço da Mata;PE;2910/252993;17/10/2025 14:43;;;"=""250027""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FIXPAR;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Flores da Cunha;RS;São Lourenço da Mata;PE;2910/252993;17/10/2025 14:43;;;"=""250028""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ORTHO PAUHER;HNR PRODUTOS ORTOPEDICOS SOC UNIP LTDA (003496/01);ORTHO PAUHER;Recife;PE;São Paulo;SP;6898/253102;17/10/2025 16:40;;;"=""213936""";;;Saida para Entrega;03/11/2025 08:00;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ADVANCED BRASIL INDUSTRIA E COMERCIO LTD;METALURGICA MOR S.A.;METALURGICA MOR S.A.;Osasco;SP;São Lourenço da Mata;PE;80858/254495;21/10/2025 10:53;;;"=""20289""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48104 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;LOGMASTER;MAPROS LTDA;MAPROS LTDA;Cachoeirinha;RS;Recife;PE;2916/254503;21/10/2025 11:04;;;"=""28648""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;LOGMASTER;MAPROS LTDA;MAPROS LTDA;Cachoeirinha;RS;Recife;PE;2917/254505;21/10/2025 11:05;;;"=""28649""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PERFIL-MAQ INDUSTRIA E COMERCIO DE PLASTICOS LTDA;UNIAO CORREIAS;UNIAO CORREIAS;Caxias do Sul;RS;Recife;PE;2924/254518;21/10/2025 11:28;;;"=""39479""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | GARUVA | 0070-40;HUMBERTO DO NASCIMENTO BARBOSA JUNIOR;FRIGELAR | GARUVA | 0070-40;Garuva;SC;Recife;PE;1771/254804;21/10/2025 17:49;;;"=""134710""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR RECIFE 0006-23;FRIGELAR RECIFE 0006-23;Osasco;SP;Recife;PE;81150/255211;21/10/2025 23:26;;;"=""1112844""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR RECIFE 0006-23;FRIGELAR RECIFE 0006-23;Osasco;SP;Recife;PE;81150/255211;21/10/2025 23:26;;;"=""1111915""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR RECIFE 0006-23;FRIGELAR RECIFE 0006-23;Osasco;SP;Recife;PE;81150/255211;21/10/2025 23:26;;;"=""1112527""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR RECIFE 0006-23;FRIGELAR RECIFE 0006-23;Cajamar;SP;Recife;PE;81883/255311;22/10/2025 11:49;;;"=""4715""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR RECIFE 0006-23;FRIGELAR RECIFE 0006-23;Cajamar;SP;Recife;PE;81883/255311;22/10/2025 11:49;;;"=""4726""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR RECIFE 0006-23;FRIGELAR RECIFE 0006-23;Cajamar;SP;Recife;PE;81883/255311;22/10/2025 11:49;;;"=""4802""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR RECIFE 0006-23;FRIGELAR RECIFE 0006-23;Cajamar;SP;Recife;PE;81883/255311;22/10/2025 11:49;;;"=""4693""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ORTHO PAUHER;FRATELLI SAUDE MATERIAL MEDICO HOSPITALAR LTDA (010150/01);ORTHO PAUHER;Recife;PE;São Paulo;SP;6968/255355;22/10/2025 13:45;;;"=""214111""";;;Saida para Entrega;03/11/2025 08:00;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BASECOL MIX ;FARMACIA ROVAL DE MANIPULACOES LTDA;FARMACIA ROVAL DE MANIPULACOES LTDA;Botucatu;SP;Recife;PE;33216/255822;22/10/2025 19:17;BOTUCATU X RECIFE;;"=""17019""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | GARUVA | 0070-40;32.154.191 ELIZABETH LEITE NUNES DOS SANTOS;FRIGELAR | GARUVA | 0070-40;Garuva;SC;Recife;PE;1838/255880;22/10/2025 19:58;;;"=""135303""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | EXTREMA | 0052-69;LEONARDO VIEIRA CAVALCANTI;FRIGELAR | EXTREMA | 0052-69;Extrema;MG;Recife;PE;1178/256090;23/10/2025 00:47;;;"=""431170""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MKS DISTRIBUIDORA LTDA;GAMELEIRA EMPREENDIMENTO IMOBILIARIO LTDA;GAMELEIRA EMPREENDIMENTO IMOBILIARIO LTDA;São Paulo;SP;Recife;PE;81424/256103;23/10/2025 02:42;;;"=""10921""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR RECIFE 0006-23;FRIGELAR RECIFE 0006-23;Cajamar;SP;Recife;PE;81455/256120;23/10/2025 00:00;;;"=""4854""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR RECIFE 0006-23;FRIGELAR RECIFE 0006-23;Cajamar;SP;Recife;PE;81455/256120;23/10/2025 00:00;;;"=""4941""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CAJAMAR | 0076-36;FRIGELAR RECIFE 0006-23;FRIGELAR RECIFE 0006-23;Cajamar;SP;Recife;PE;81455/256120;23/10/2025 00:00;;;"=""4963""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR RECIFE 0006-23;FRIGELAR RECIFE 0006-23;Osasco;SP;Recife;PE;81501/256287;23/10/2025 16:33;;;"=""1113121""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR RECIFE 0006-23;FRIGELAR RECIFE 0006-23;Osasco;SP;Recife;PE;81501/256287;23/10/2025 16:33;;;"=""1113079""";;;Saida para Entrega;03/11/2025 08:00;Manifesto 48026 - REC - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA - DISTRIBUIÇÃO
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ENZO SOLUCOES EM SERVICOS E COMERCIO LTDA;DVSP BLUE LTDA;ENZO SOLUCOES EM SERVICOS E COMERCIO LTDA;São João de Meriti;RJ;São Paulo;SP;1653/257294;24/10/2025 17:31;S J MERITI X SP;;"=""3934""";;;Saida para Entrega;03/11/2025 08:00;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ACRILICOS MAIS COMERCIO DE PECAS PERSONALIZADAS LTDA - ACRIPLAS;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC;ACRILICOS MAIS COMERCIO DE PECAS PERSONALIZADAS LTDA - ACRIPLAS;Bauru;SP;São Paulo;SP;33576/260051;29/10/2025 17:33;;;"=""3130""";;;Saida para Entrega;03/11/2025 08:00;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ANA CLAUDIA SIBOLDI MIRANDA ME;CONSTANCIA JOÃO GAVIÃO DO NASCIMENTO;ANA CLAUDIA SIBOLDI MIRANDA ME;Jaú;SP;São Paulo;SP;33602/260247;29/10/2025 18:18;;;"=""42313""";;;Saida para Entrega;03/11/2025 08:00;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ROUTE 66 - JUNDIAI;TESKE VIRTUAL SYSTEM LTDA;ROUTE 66 - JUNDIAI;Jundiaí;SP;São Paulo;SP;82847/260542;29/10/2025 23:32;;;"=""127178""";;;Saida para Entrega;03/11/2025 08:00;
RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;PINTURAS BRASIL LTDA EPP;TIGRE | CASTRO | 0002-50;Castro;PR;São Paulo;SP;57143/261014;30/10/2025 18:24;;;"=""214265""";;;Saida para Entrega;03/11/2025 08:00;
